Frame ID,csi_1real,csi_1imag,csi_2real,csi_2imag,csi_3real,csi_3imag,csi_4real,csi_4imag,csi_5real,csi_5imag,csi_6real,csi_6imag,csi_7real,csi_7imag,csi_8real,csi_8imag,csi_9real,csi_9imag,csi_10real,csi_10imag,csi_11real,csi_11imag,csi_12real,csi_12imag,csi_13real,csi_13imag,csi_14real,csi_14imag,csi_15real,csi_15imag,csi_16real,csi_16imag,csi_17real,csi_17imag,csi_18real,csi_18imag,csi_19real,csi_19imag,csi_20real,csi_20imag,csi_21real,csi_21imag,csi_22real,csi_22imag,csi_23real,csi_23imag,csi_24real,csi_24imag,csi_25real,csi_25imag,csi_26real,csi_26imag,csi_27real,csi_27imag,csi_28real,csi_28imag,csi_29real,csi_29imag,csi_30real,csi_30imag,csi_31real,csi_31imag,csi_32real,csi_32imag,csi_33real,csi_33imag,csi_34real,csi_34imag,csi_35real,csi_35imag,csi_36real,csi_36imag,csi_37real,csi_37imag,csi_38real,csi_38imag,csi_39real,csi_39imag,csi_40real,csi_40imag,csi_41real,csi_41imag,csi_42real,csi_42imag,csi_43real,csi_43imag,csi_44real,csi_44imag,csi_45real,csi_45imag,csi_46real,csi_46imag,csi_47real,csi_47imag,csi_48real,csi_48imag,csi_49real,csi_49imag,csi_50real,csi_50imag,csi_51real,csi_51imag,csi_52real,csi_52imag,csi_53real,csi_53imag,csi_54real,csi_54imag,csi_55real,csi_55imag,csi_56real,csi_56imag,csi_57real,csi_57imag,csi_58real,csi_58imag,csi_59real,csi_59imag,csi_60real,csi_60imag,csi_61real,csi_61imag,csi_62real,csi_62imag,csi_63real,csi_63imag,csi_64real,csi_64imag,csi_65real,csi_65imag,csi_66real,csi_66imag,csi_67real,csi_67imag,csi_68real,csi_68imag,csi_69real,csi_69imag,csi_70real,csi_70imag,csi_71real,csi_71imag,csi_72real,csi_72imag,csi_73real,csi_73imag,csi_74real,csi_74imag,csi_75real,csi_75imag,csi_76real,csi_76imag,csi_77real,csi_77imag,csi_78real,csi_78imag,csi_79real,csi_79imag,csi_80real,csi_80imag,csi_81real,csi_81imag,csi_82real,csi_82imag,csi_83real,csi_83imag,csi_84real,csi_84imag,csi_85real,csi_85imag,csi_86real,csi_86imag,csi_87real,csi_87imag,csi_88real,csi_88imag,csi_89real,csi_89imag,csi_90real,csi_90imag,csi_91real,csi_91imag,csi_92real,csi_92imag,csi_93real,csi_93imag,csi_94real,csi_94imag,csi_95real,csi_95imag,csi_96real,csi_96imag,csi_97real,csi_97imag,csi_98real,csi_98imag,csi_99real,csi_99imag,csi_100real,csi_100imag,csi_101real,csi_101imag,csi_102real,csi_102imag,csi_103real,csi_103imag,csi_104real,csi_104imag,csi_105real,csi_105imag,csi_106real,csi_106imag,csi_107real,csi_107imag,csi_108real,csi_108imag,csi_109real,csi_109imag,csi_110real,csi_110imag,csi_111real,csi_111imag,csi_112real,csi_112imag,csi_113real,csi_113imag,csi_114real,csi_114imag,csi_115real,csi_115imag,csi_116real,csi_116imag,csi_117real,csi_117imag,csi_118real,csi_118imag,csi_119real,csi_119imag,csi_120real,csi_120imag,csi_121real,csi_121imag,csi_122real,csi_122imag,csi_123real,csi_123imag,csi_124real,csi_124imag,csi_125real,csi_125imag,csi_126real,csi_126imag,csi_127real,csi_127imag,csi_128real,csi_128imag,channel,distance
209,116,64,7,0,13,17,13,17,13,16,13,15,13,14,14,14,13,13,13,12,14,12,15,11,14,10,14,10,14,9,15,9,14,9,14,9,14,8,14,8,13,8,13,7,12,8,12,8,11,8,10,8,9,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,13,26,12,27,11,27,9,28,8,28,7,27,7,27,7,27,6,26,5,26,5,26,5,26,6,25,6,25,6,25,7,24,8,24,8,23,8,22,9,22,9,22,10,21,10,20,11,20,10,20,10,19,10,12,30,33,30,32,29,30,29,29,28,28,28,27,28,25,29,23,30,21,30,20,31,18,30,17,30,17,30,17,30,16,31,15,30,14,29,14,28,13,27,12,27,12,26,13,25,14,24,15,23,16,21,16,18,16,15,16,5,6,0,1,-1,-1,-3,-3,-2,-2,4,3,15,14,41,40,40,42,38,44,35,47,31,49,27,49,24,50,22,50,20,49,20,49,19,49,19,49,19,49,20,48,20,48,21,47,21,46,21,45,21,43,21,42,22,40,24,39,26,38,27,37,27,36,27,35,27,35,27,34,1,250
210,116,64,7,0,22,4,22,3,22,2,21,2,20,1,20,0,20,0,20,-1,19,-2,18,-3,18,-3,17,-3,17,-3,17,-4,17,-4,17,-4,17,-4,16,-3,15,-3,15,-3,1,5,-3,15,-2,15,-2,14,0,13,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,31,7,29,8,28,10,27,13,27,13,27,13,26,14,25,14,24,15,24,15,24,14,24,13,23,13,23,13,24,12,24,12,24,10,23,10,22,10,23,9,23,9,22,8,23,7,24,6,24,6,24,5,15,5,44,15,42,13,41,11,40,9,39,7,38,6,37,5,37,5,38,4,37,2,38,0,37,-2,36,-3,35,-3,34,-3,33,-3,32,-4,31,-4,31,-4,31,-3,30,-3,31,-2,31,-2,31,-1,2,9,1,28,2,26,3,24,4,8,1,2,0,-2,-1,-4,-1,-2,-1,6,0,21,2,59,9,58,13,58,20,56,26,54,30,51,33,48,34,47,34,46,34,44,34,43,34,43,33,42,32,42,32,43,31,43,31,43,30,43,30,43,28,43,27,43,26,4,3,25,44,23,44,22,44,20,44,18,43,1,250
211,116,64,7,0,-23,4,-24,5,-23,5,-22,5,-21,6,-21,6,-20,6,-19,7,-18,7,-18,7,-18,7,-17,8,-17,8,-16,8,-15,8,-15,8,-15,8,-14,8,-14,8,-15,7,-15,7,-15,7,-15,6,-15,5,-14,5,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,1,-31,4,-32,2,-32,-1,-32,-2,-32,-3,-31,-4,-30,-5,-29,-5,-29,-6,-29,-7,-29,-6,-29,-6,-28,-6,-28,-6,-2,8,-5,-27,-4,-27,-4,-27,-3,-27,-2,-27,-2,-26,-1,-25,0,-25,0,-25,1,-25,2,-25,2,-18,5,-48,14,-46,13,-43,13,-40,13,-39,14,-38,16,-36,17,-35,18,-33,18,-33,20,-33,20,-32,20,-32,20,-30,19,-28,18,-26,19,-26,20,-26,20,-26,20,-26,18,-26,19,-26,18,-26,18,-25,16,-25,13,-25,9,-26,7,-27,6,-10,2,-4,0,0,-1,3,-2,1,-1,-6,3,-20,10,-55,28,-57,26,-59,22,-60,15,-60,10,-60,6,-60,5,-59,3,-58,3,-57,3,-56,3,-55,1,-55,1,-55,0,-55,-1,-55,-2,-53,0,-52,2,-51,4,-50,6,-49,7,-48,7,-48,9,-48,10,-47,11,-46,12,-44,13,-42,1,250
212,30,-32,1,0,0,0,0,0,0,0,-1,7,-4,30,-7,30,-9,29,-11,29,-11,28,-11,28,-11,27,-12,27,-12,26,-12,26,-12,26,-12,26,-11,25,-11,25,-1,1,24,-11,23,-11,23,-10,23,-10,23,-9,22,-8,22,-7,22,-6,21,-6,21,-5,20,-5,20,-2,10,-4,20,-3,20,-3,20,-3,19,-2,18,-2,18,-1,18,0,17,1,17,2,17,2,16,2,16,2,16,3,15,3,14,3,14,3,13,3,13,3,13,3,13,3,13,3,12,2,11,2,11,2,10,3,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,14,-7,60,-9,61,-12,59,-16,58,-19,58,-23,55,-24,54,-23,53,-23,52,-26,51,-26,51,-26,51,-27,51,-26,49,-25,49,-25,47,-25,46,-23,46,-21,46,-21,45,-21,45,-20,43,-18,42,-16,42,-15,41,-13,41,-10,40,-9,39,-4,19,-7,39,-6,40,-5,38,-4,37,-4,37,-3,36,-2,34,0,33,2,33,4,33,4,33,5,33,5,32,4,32,5,30,6,2,8,5,27,5,27,6,27,5,26,5,25,6,25,6,24,7,22,6,21,3,21,0,20,-1,19,-1,4,0,0,1,250
213,30,-32,1,0,0,0,0,0,0,0,-8,0,-32,2,-32,0,-32,-3,-31,-4,-31,-5,-31,-5,-30,-6,-30,-6,-30,-7,-30,-7,-30,-6,-30,-5,-29,-6,-29,-6,-29,-6,-27,-5,-26,-4,-26,-4,-26,-4,-25,-3,-25,-3,-24,-2,-24,-1,-23,0,-23,1,-23,1,-11,0,-22,2,-21,2,-21,3,-20,3,-20,3,-19,4,-19,4,-19,5,-18,6,-17,7,-16,7,-16,6,-16,6,-15,7,-15,7,-15,7,-14,7,-14,7,-13,7,-13,6,-12,6,-12,6,-11,6,-11,6,-11,6,-10,6,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,2,-62,8,-63,4,-61,0,-61,-4,-61,-8,-61,-10,-61,-12,-59,-13,-57,-14,-57,-15,-56,-15,-57,-15,-57,-15,-56,-16,-55,-16,-54,-15,-53,-15,-53,-13,-52,-11,-50,-11,-48,-11,-47,-10,-48,-10,-48,-8,-47,-5,-47,-5,-46,-5,-45,-4,-22,-1,-41,-1,-41,1,-41,2,-40,3,-38,4,-37,5,-37,5,-36,6,-36,10,-35,10,-33,9,-30,10,-30,10,-30,10,-29,11,-29,13,-28,12,-27,13,-25,12,-24,11,-24,11,-24,11,-25,11,-22,10,-21,8,-22,7,-21,7,-19,7,-5,1,0,0,0,0,1,250
214,124,-64,7,0,-20,-14,-20,-13,-19,-13,-19,-13,-19,-12,-19,-11,-20,-10,-20,-9,-19,-8,-19,-7,-19,-7,-18,-6,-18,-6,-18,-6,-18,-7,-18,-6,-18,-6,-17,-6,-17,-6,-16,-7,-16,-7,-15,-6,-14,-6,-13,-7,-13,-8,-4,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,-5,-27,-19,-26,-20,-24,-22,-23,-23,-22,-24,-20,-24,-20,-24,-19,-24,-19,-25,-19,-25,-19,-24,-18,-24,-18,-24,-18,-23,-18,-23,-18,-22,-18,-20,-18,-20,-18,-20,-18,-19,-19,-19,-19,-19,-19,-17,-20,-16,-20,-16,-20,-15,-11,-15,-29,-41,-28,-39,-28,-36,-28,-34,-29,-32,-30,-30,-29,-29,-29,-28,-29,-27,-29,-26,-30,-25,-31,-23,-31,-22,-31,-22,-31,-22,-31,-22,-30,-22,-30,-21,-30,-20,-29,-19,-29,-19,-27,-19,-26,-20,-24,-21,-22,-21,-20,-21,-19,-22,-17,-22,-6,-8,-2,-3,0,0,2,2,1,1,-5,-4,-16,-14,-43,-41,-42,-44,-40,-48,-35,-53,-31,-57,-26,-59,-23,-60,-21,-59,-20,-58,-20,-56,-19,-55,-18,-54,-18,-54,-18,-55,-18,-54,-17,-53,-17,-52,-18,-50,-19,-49,-20,-48,-21,-48,-21,-48,-22,-46,-23,-45,-24,-44,-26,-42,-27,-41,-28,-40,1,250
215,124,-64,7,0,6,18,8,18,8,17,8,17,9,16,10,15,10,15,10,15,11,13,11,13,12,12,12,12,11,12,11,12,11,11,11,11,11,11,12,10,11,10,9,10,8,10,8,10,8,10,7,11,6,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,9,26,7,27,5,28,3,28,1,28,0,28,0,27,1,26,0,25,1,26,1,25,1,25,1,26,1,25,1,24,1,24,2,23,3,22,3,23,4,23,4,23,4,21,5,19,7,20,7,20,7,20,7,12,20,35,20,33,20,31,19,31,19,30,19,30,20,28,21,26,23,23,25,22,24,22,24,22,23,22,22,21,22,20,23,19,24,19,25,19,25,20,24,20,22,19,20,18,18,18,17,18,16,18,15,18,14,18,12,18,4,6,0,1,-1,-1,-2,-3,-1,-2,3,4,10,14,28,41,27,45,24,49,21,52,17,53,12,52,8,51,6,49,5,49,5,49,5,50,6,49,6,48,6,48,6,49,6,48,7,47,7,45,9,43,10,42,11,42,11,42,12,41,12,40,13,38,14,37,15,36,15,35,1,250
216,82,32,5,0,7,-22,6,-22,6,-21,6,-21,5,-21,4,-21,4,-21,2,-21,1,-20,0,-20,0,-19,0,-19,0,-18,-1,-19,-2,-18,-2,-18,-2,-17,-1,-17,-1,-16,-1,-16,-1,-16,0,-15,0,-15,0,-15,1,-15,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,12,-30,14,-29,17,-27,18,-26,18,-25,19,-24,19,-23,19,-22,19,-22,19,-22,18,-22,18,-22,18,-22,18,-22,17,-22,17,-22,16,-21,15,-21,15,-22,14,-22,13,-22,12,-22,11,-22,10,-22,9,-22,9,-22,8,-15,22,-41,20,-39,19,-38,17,-38,15,-39,13,-40,11,-40,10,-39,9,-39,8,-39,8,-38,6,-37,6,-36,4,-35,3,-34,2,-34,2,-33,2,-33,2,-32,2,-31,3,-31,4,-31,5,-32,6,-31,7,-29,8,-26,8,-23,9,-20,3,-7,0,-2,-1,0,-2,3,-1,1,2,-7,7,-20,22,-56,25,-56,30,-55,35,-52,38,-49,41,-47,41,-44,41,-43,40,-41,41,-40,41,-38,40,-38,40,-37,39,-37,39,-37,39,-37,38,-36,36,-37,34,-37,33,-37,32,-37,31,-38,29,-38,27,-39,24,-40,22,-41,21,-41,21,-42,1,250
217,30,-32,1,0,0,0,0,0,0,0,-9,1,-35,7,-35,6,-35,3,-35,1,-35,1,-35,1,-34,0,-34,-1,-33,-2,-33,-2,-33,-1,-32,-1,-31,-2,-31,-2,-30,-2,-30,-2,-29,-1,-29,-1,-29,-1,-29,0,-28,1,-27,1,-26,2,-25,2,-25,3,-25,4,-12,2,-24,4,-23,4,-22,4,-21,5,-21,6,-21,6,-20,7,-19,7,-19,8,-17,9,-17,9,-16,8,-16,9,-16,10,-15,10,-14,9,-14,9,-14,10,-14,9,-13,8,-13,7,-12,7,-12,7,-11,7,-11,7,-11,7,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,2,-30,9,-32,9,-33,7,-34,5,-34,2,-34,1,-35,1,-34,0,-32,-1,-32,0,-32,-1,-31,-2,-32,-3,-32,-3,-31,-3,-30,-3,-29,-3,-28,-2,-29,-1,-29,0,-27,-1,-26,-2,-26,-2,-26,0,-25,1,-25,1,-25,2,-24,2,-12,1,-23,3,-22,4,-22,4,-22,4,-21,4,-20,4,-19,5,-19,5,-19,6,-18,8,-17,8,-17,8,-17,8,-17,8,-16,8,-15,8,-15,8,-15,8,-14,7,-14,7,-13,7,-12,7,-12,7,-12,7,-11,6,-11,6,-11,5,-10,4,-3,0,0,0,0,0,1,250
218,116,64,7,0,-23,-4,-23,-4,-22,-4,-22,-3,-21,-2,-21,-2,-20,-1,-20,0,-19,1,-19,1,-18,2,-18,2,-19,1,-18,1,-18,1,-18,2,-18,2,-17,2,-17,2,-17,1,-16,1,-16,1,-16,1,-15,0,-14,-1,-4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,-2,-31,-6,-31,-7,-30,-9,-29,-11,-28,-12,-28,-13,-27,-14,-26,-14,-26,-14,-26,-14,-26,-13,-25,-13,-25,-13,-25,-13,-25,-13,-25,-12,-24,-11,-24,-11,-24,-11,-24,-10,-24,-9,-23,-9,-23,-7,-24,-6,-23,-6,-23,-6,-14,-9,-39,-24,-38,-22,-38,-19,-39,-18,-39,-17,-40,-17,-39,-16,-38,-1,4,-37,-12,-37,-11,-37,-9,-37,-9,-36,-8,-36,-8,-35,-8,-34,-8,-34,-7,-34,-7,-33,-8,-32,-8,-30,-9,-29,-9,-28,-9,-27,-9,-25,-10,-24,-12,-23,-14,-22,-15,-8,-6,-3,-2,0,0,3,0,1,0,-7,-1,-2,1,-6,-57,-17,-56,-21,-55,-26,-52,-31,-49,-35,-46,-37,-44,-38,-42,-39,-41,-41,-40,-42,-39,-43,-38,-42,-39,-41,-39,-40,-39,-39,-39,-38,-38,-37,-38,-35,-38,-34,-38,-33,-38,-33,-38,-32,-37,-31,-38,-29,-38,-27,-40,-25,-41,-23,1,250
219,116,64,7,0,0,0,0,0,0,0,-3,-8,-10,-30,-8,-31,-5,-31,-4,-30,-4,-30,-3,-30,-1,-30,0,-30,0,-29,0,-29,-1,-29,-1,-29,-1,-28,-1,-28,-1,-28,-1,-27,-2,-26,-2,-25,-2,-25,-2,-24,-2,-23,-3,-23,-4,-22,-5,-21,-5,-21,-5,-21,-3,-11,-5,-20,-6,-20,-6,-19,-7,-19,-7,-18,-7,-17,-8,-17,-9,-16,-9,-16,-9,-15,-9,-14,-9,-14,-9,-1,4,-10,-13,-10,-13,-10,-12,-10,-11,-10,-11,-10,-11,-9,-11,-8,-10,-8,-10,-8,-10,-9,-9,-8,-9,-7,-10,-2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-14,-18,-56,-15,-59,-11,-61,-8,-61,-4,-59,-1,-59,0,-59,2,-58,3,-56,5,-56,6,-56,5,-57,3,-56,3,-55,4,-55,5,-55,5,-52,5,-51,4,-49,3,-48,3,-48,2,-47,1,-46,0,-45,-2,-43,-3,-41,-4,-40,-5,-40,-3,-19,-7,-36,-8,-37,-8,-38,-8,-37,-9,-36,-11,-36,-12,-35,-12,-33,-12,-31,-13,-30,-13,-29,-14,-28,-15,-28,-15,-26,-15,-25,-16,-25,-16,-24,-16,-23,-15,-24,-15,-23,-15,-22,-14,-21,-13,-19,-12,-17,-11,-18,-10,-20,-9,-19,-9,-17,-3,-5,0,0,0,1,250
220,116,64,7,0,0,0,0,0,0,0,-1,6,-5,23,-6,23,-8,23,-10,22,-10,22,-10,22,-10,21,-10,20,-10,20,-10,20,-10,20,-10,21,-10,20,-10,20,-1,0,19,-9,18,-9,18,-8,17,-8,18,-8,18,-8,17,-7,17,-6,17,-5,17,-4,16,-4,16,-2,8,-4,16,-3,16,-2,16,-1,16,-1,15,0,14,0,15,1,14,1,14,1,14,2,13,2,12,2,12,3,12,3,12,3,12,3,11,3,11,3,11,3,11,2,10,2,9,2,9,2,9,2,9,2,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,11,-4,47,-6,47,-10,46,-12,45,-15,46,-18,46,-18,44,-18,42,-18,41,-18,41,-19,40,-20,39,-20,40,-20,40,-21,39,-21,37,-19,36,-18,36,-18,36,-16,35,-15,34,-14,33,-14,33,-13,33,-11,32,-10,32,-10,32,-9,33,-4,16,-7,30,-7,30,-6,29,-5,29,-5,29,-3,29,-2,28,-2,27,-2,26,0,25,2,25,3,25,3,25,3,24,3,23,4,22,3,23,2,2,2,3,21,3,21,4,20,3,20,2,19,2,18,2,17,1,16,1,16,0,16,0,4,0,0,1,250
221,116,64,7,0,0,0,0,0,0,0,-2,7,-9,30,-11,29,-12,28,-13,28,-14,27,-14,27,-15,26,-15,26,-15,25,-15,25,-15,25,-15,24,-15,24,-15,24,-14,24,-14,23,-13,22,-13,23,-12,23,-12,22,-10,21,-10,21,-9,21,-9,20,-9,20,-8,21,-4,10,-7,20,-6,19,-5,19,-4,18,-4,18,-3,19,-2,18,-2,17,-2,17,-1,17,-1,17,-1,16,0,15,0,15,0,15,0,15,1,14,2,14,2,13,1,13,0,12,1,12,0,12,0,12,0,11,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,15,-8,61,-12,60,-14,59,-16,59,-20,57,-24,53,-26,53,-26,54,-25,51,-25,50,-26,51,-28,50,-30,48,-30,48,-31,47,-29,46,-27,46,-26,45,-24,44,-24,43,-24,44,-22,43,-20,43,-19,42,-18,42,-19,42,-18,41,-15,41,-7,20,-15,39,-13,40,-11,40,-10,38,-8,36,-7,36,-4,35,-1,33,-2,32,-2,32,0,33,-1,3,3,-3,32,-2,31,0,31,2,30,1,29,0,28,0,27,0,25,2,23,3,23,1,22,1,21,3,21,2,21,0,19,-1,18,-1,4,0,0,0,1,250
222,30,-32,1,0,-9,21,-8,20,-7,20,-6,19,-5,19,-5,19,-4,19,-3,18,-2,18,-2,19,-2,18,-2,18,-1,18,0,17,0,17,-1,17,-1,17,-1,17,-1,16,-1,16,-1,15,-2,14,-3,14,-4,13,-4,13,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,7,-10,29,-11,29,-13,27,-15,27,-16,26,-16,25,-17,24,-17,24,-17,23,-17,22,-17,22,-17,22,-17,22,-17,22,-1,6,21,-15,21,-14,21,-14,20,-13,21,-13,21,-12,21,-11,22,-11,22,-11,22,-11,22,-9,22,-6,15,-16,43,-16,42,-15,40,-15,39,-14,39,-13,39,-11,38,-9,38,-8,37,-7,36,-6,36,-6,36,-5,36,-5,35,-4,34,-4,33,-3,31,-3,30,-3,29,-5,29,-6,29,-7,29,-6,29,-6,29,-5,27,-6,25,-7,23,-8,22,-4,7,-2,2,0,-1,0,-4,0,-3,-1,6,-3,20,-9,57,-13,58,-18,58,-23,57,-27,55,-29,52,-30,49,-31,47,-32,46,-33,45,-34,44,-33,44,-33,44,-33,44,-33,44,-32,44,-31,43,-30,43,-29,42,-27,42,-26,41,-25,41,-23,41,-22,41,-21,41,-20,41,-19,42,-17,1,250
223,124,-64,7,0,-20,12,-20,11,-19,11,-18,12,-16,12,-16,12,-15,12,-15,13,-14,13,-13,13,-12,13,-12,13,-11,13,-11,14,-10,14,-10,13,-10,13,-10,13,-9,13,-10,12,-10,12,-10,11,-10,10,-10,9,-10,8,-3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,3,-29,12,-30,11,-30,9,-30,7,-30,6,-30,5,-29,5,-29,4,-29,3,-29,3,-29,3,-28,3,-28,3,-28,3,-27,4,-26,4,-25,5,-24,6,-24,7,-24,7,-23,8,-23,8,-22,9,-22,9,-22,10,-21,10,-14,8,-38,23,-36,24,-35,24,-35,25,-35,27,-34,27,-31,27,-28,28,-25,28,-24,28,-23,29,-23,29,-23,2,9,-22,28,-20,28,-19,26,-18,25,-17,24,-17,23,-17,23,-17,23,-17,24,-18,23,-19,22,-19,19,-19,17,-19,15,-18,14,-7,4,-2,1,0,-1,2,-3,1,-2,-4,4,-15,12,-42,34,-46,33,-51,30,-55,26,-58,22,-58,18,-58,16,-58,14,-57,13,-56,12,-55,12,-54,12,-54,12,-53,13,-52,13,-51,12,-50,12,-49,13,-47,14,-47,15,-47,15,-46,17,-44,18,-43,20,-42,22,-40,23,-39,24,-38,1,250
224,82,32,5,0,19,10,19,9,18,9,18,8,17,7,17,7,17,6,17,5,18,4,17,3,17,3,16,3,17,2,16,2,16,1,16,1,15,1,15,1,15,1,14,2,14,2,13,2,13,3,13,3,13,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,26,16,24,17,23,19,22,20,21,21,20,21,18,21,17,22,17,22,17,22,16,22,16,22,16,21,17,20,17,20,17,19,17,18,17,17,18,16,18,16,18,15,18,14,18,13,18,13,18,13,19,13,13,8,38,23,37,20,35,18,34,16,34,15,35,14,35,13,35,11,35,9,35,7,35,5,35,4,33,4,32,5,31,6,31,6,30,5,30,5,30,5,29,5,29,5,28,5,27,5,26,6,25,7,24,9,22,11,21,12,7,4,1,1,-1,-1,-4,-2,-2,-2,6,1,20,6,55,20,53,23,51,27,48,32,45,35,43,38,41,39,39,39,38,39,36,39,36,39,36,40,36,40,35,40,35,39,34,37,33,36,33,34,34,33,34,32,35,31,35,30,35,29,3,5,28,37,27,38,26,39,24,40,1,250
225,30,-32,1,0,0,0,0,0,0,0,5,5,20,21,20,23,18,24,17,24,16,24,15,24,14,24,13,25,13,25,13,25,13,24,13,24,13,24,12,24,12,23,12,22,12,21,12,21,12,20,12,20,12,19,13,19,13,18,14,17,14,16,14,15,7,7,14,15,14,14,13,13,13,13,13,12,14,11,14,10,14,10,14,9,14,8,14,8,14,8,14,8,14,7,13,6,13,5,13,5,13,5,13,4,12,4,11,4,11,4,10,4,10,4,10,4,10,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,40,41,40,44,37,47,33,49,30,52,28,53,28,51,25,52,22,53,22,51,20,50,19,51,20,51,18,50,17,49,18,49,19,49,20,47,21,45,21,45,20,4,3,19,40,20,39,21,39,21,39,22,38,23,36,22,34,11,16,22,30,23,30,24,28,24,27,24,28,24,26,25,24,27,23,28,22,28,20,26,18,26,18,27,17,26,15,26,13,26,12,25,12,23,13,21,13,20,12,20,11,21,1,1,20,11,19,10,18,9,16,9,15,9,14,11,3,3,0,0,1,250
226,30,-32,1,0,0,0,0,0,0,0,-4,-7,-15,-28,-13,-27,-11,-28,-9,-28,-9,-29,-9,-29,-8,-28,-8,-28,-7,-27,-6,-28,-6,-28,-6,-27,-6,-27,-6,-27,-5,-27,-6,-26,-6,-25,-6,-25,-6,-24,-6,-23,-6,-23,-6,-22,-7,-21,-7,-21,-8,-21,-8,-20,-4,-10,-8,-19,-9,-19,-9,-18,-9,-17,-9,-17,-9,-16,-10,-15,-10,-15,-10,-14,-10,-14,-10,-13,-1,0,-13,-10,-12,-10,-12,-11,-11,-11,-11,-10,-10,-10,-10,-10,-10,-10,-10,-9,-9,-9,-9,-9,-9,-9,-9,-8,-9,-8,-9,-2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,-13,-25,-53,-22,-54,-17,-55,-11,-56,-7,-56,-6,-57,-5,-59,-4,-58,-3,-55,0,-54,0,-54,1,-55,1,-55,1,-55,2,-54,1,-53,0,-51,-1,-49,-3,-47,-4,-47,-3,-46,-3,-45,-3,-44,-3,-43,-5,-42,-6,-43,-6,-42,-8,-40,-5,-20,-10,-38,-11,-3,6,-12,-35,-12,-36,-12,-35,-12,-33,-13,-31,-16,-30,-16,-29,-17,-28,-17,-27,-16,-27,-16,-27,-16,-25,-17,-23,-17,-23,-17,-23,-18,-22,-17,-21,-15,-20,-14,-19,-15,-19,-15,-19,-15,-19,-1,3,-18,-11,-18,-10,-17,-11,-17,-3,-5,0,1,250
227,116,64,7,0,0,0,0,0,0,0,7,-3,29,-10,29,-8,29,-5,29,-4,29,-4,29,-3,28,-2,28,-2,27,-1,27,-1,27,-2,27,-2,27,-1,27,-1,26,-1,25,-1,25,-2,24,-2,24,-2,23,-3,23,-3,22,-4,21,-4,21,-5,20,-5,20,-6,9,-3,18,-7,18,-7,18,-7,17,-7,16,-8,16,-8,16,-9,14,-9,13,-10,13,-10,13,-10,13,-10,12,-10,11,-10,10,-10,10,-10,10,-11,9,-1,1,9,-10,9,-10,9,-10,8,-10,8,-9,8,-9,8,-9,7,-8,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,-5,55,-15,57,-13,58,-11,59,-7,61,-2,60,1,57,2,56,2,55,2,54,3,54,4,55,4,54,3,53,3,53,3,52,3,52,2,51,2,49,1,48,0,47,0,45,1,44,0,44,0,42,-2,40,-4,40,-5,41,-6,19,-4,37,-8,35,-9,34,-11,33,-11,34,-10,33,-10,32,-11,30,-13,29,-14,28,-16,27,-18,26,-18,26,-17,24,-16,22,-15,21,-16,21,-18,20,-18,20,-17,20,-15,20,-14,20,-14,20,-15,18,-15,16,-14,15,-11,15,-11,15,-11,3,-3,0,0,0,1,250
